date,open,high,low,close
2021-06-18,15652.28,16368.67,15338.98,16055.37
2021-06-21,15994.76,16042.01,15649.52,15696.76
2021-06-22,15743.54,15860.37,15385.04,15501.87
2021-06-23,15452.95,15804.91,14535.81,14887.76
2021-06-24,14909.61,15377.82,14768.64,15236.84
2021-06-25,15222.82,15589.38,14979.6,15346.15
2021-06-28,15325.81,15531.79,15140.27,15346.25
2021-06-29,15371.36,16083.09,15111.62,15823.34
2021-06-30,15767.14,15915.79,15618.58,15767.24
2021-07-01,15765.5,15990.89,15626.84,15852.24
2021-07-02,15786.09,16162.9,15733.68,16110.49
2021-07-05,16122.24,16407.12,15963.01,16247.9
2021-07-06,16204.78,16205.82,16163.32,16164.36
2021-07-07,16150.66,16423.16,16130.83,16403.33
2021-07-08,16391.69,16753.61,16363.03,16724.95
2021-07-09,16796.35,16798.04,16633.95,16635.64
2021-07-12,16606.4,16807.11,16436.48,16637.19
2021-07-13,16680.92,16852.89,16320.91,16492.88
2021-07-14,16510.76,16998.27,16350.76,16838.28
2021-07-15,16818.68,16998.48,16393.45,16573.25
2021-07-16,16562.38,16950.39,16515.48,16903.49
2021-07-19,16970.26,16972.44,16882.89,16885.07
2021-07-20,16904.64,17037.39,16815.51,16948.27
2021-07-21,16905.22,17084.11,16432.81,16611.7
2021-07-22,16583.3,16640.98,16431.07,16488.74
2021-07-23,16505.4,16634.43,16500.39,16629.42
2021-07-26,16653.18,16666.21,16096.46,16109.49
2021-07-27,16131.81,16346.38,15698.6,15913.17
2021-07-28,15901.55,15967.63,15725.27,15791.35
2021-07-29,15786.91,15871.66,15628.89,15713.64
2021-07-30,15732.27,15857.26,15679.77,15804.76
2021-08-02,15861.98,15866.61,15652.74,15657.37
2021-08-03,15631.75,15830.14,15549.72,15748.11
2021-08-04,15771.32,15816.55,15706.97,15752.2
2021-08-05,15789.68,15836.57,15654.26,15701.14
2021-08-06,15712.35,15877.38,15401.57,15566.6
2021-08-09,15561.76,15999.19,15435.59,15873.01
2021-08-10,15814.13,15828.91,15711.56,15726.33
2021-08-11,15727.2,15875.52,15548.1,15696.41
2021-08-12,15712.96,15860.01,15582.54,15729.59
2021-08-13,15666.25,15835.21,15624.34,15793.31
2021-08-16,15767.04,16347.08,15620.22,16200.26
2021-08-17,16232.59,16662.77,16063.47,16493.65
2021-08-18,16439.14,16454.24,16234.22,16249.32
2021-08-19,16241.24,16442.77,15833.58,16035.11
2021-08-20,15968.5,16174.04,15957.71,16163.25
2021-08-23,16137.38,16253.48,15742.21,15858.31
2021-08-24,15928.18,15953.93,15828.9,15854.65
2021-08-25,15825.39,15931.18,15805.91,15911.71
2021-08-26,15889.92,15947.46,15755.94,15813.48
2021-08-27,15819.51,15962.86,15671.55,15814.9
2021-08-30,15775.77,15782.87,15705.3,15712.4
2021-08-31,15701.05,15811.9,15211.03,15321.87
2021-09-01,15325.35,15553.52,15234.43,15462.6
2021-09-02,15447.31,15457.67,15277.14,15287.49
2021-09-03,15295.21,15389.05,15258.46,15352.3
2021-09-06,15324.64,15680.98,15296.85,15653.19
2021-09-07,15698.91,15704.39,15617.73,15623.21
2021-09-08,15761.33,16808.85,15091.89,16139.4
2021-09-09,16233.26,16387.54,16175.88,16330.15
2021-09-10,16322.81,16388.19,15573.62,15639
2021-09-13,15663.04,15884.68,14518.62,14740.26
2021-09-14,14804.7,15344.88,14181.13,14721.31
2021-09-15,14683.76,15768.28,14441.97,15526.48
2021-09-16,15442.23,16053.7,15187.51,15798.98
2021-09-17,15913.29,16307.82,15719.28,16113.8
2021-09-20,16017.14,16127.74,15808.68,15919.27
2021-09-21,15995.73,16690.07,15604.76,16299.09
2021-09-22,16230.39,16407.45,16117.04,16294.1
2021-09-23,16277.88,16804.57,16238.62,16765.3
2021-09-24,16812.22,17196.49,16588.18,16972.45
2021-09-27,16911.05,17151.49,16657.17,16897.61
2021-09-28,16976.55,17086.41,16603.26,16713.12
2021-09-29,16710.37,16889.26,16600.42,16779.31
2021-09-30,16748.48,17016.95,16576.01,16844.48
2021-10-01,16878.7,17019.42,16807.66,16948.39
2021-10-04,16932.83,17071.5,16805.54,16944.21
2021-10-05,16948.71,17162.02,16897.09,17110.41
2021-10-06,17089.4,17411.64,16792.92,17115.16
2021-10-07,17192.86,17549.3,17018.26,17374.7
2021-10-08,17341.13,17508,17145.77,17312.63
2021-10-11,17315.11,17744.18,17299,17728.07
2021-10-12,17806,17854.03,17685.42,17733.44
2021-10-13,17808.75,17892.03,17544.61,17627.88
2021-10-14,17644.53,17857.95,17287.08,17500.5
2021-10-15,17526.05,17928.89,17312.21,17715.05
2021-10-18,17774.57,17822.48,17626.66,17674.56
2021-10-19,17696.39,17801.67,17473.62,17578.89
2021-10-20,17554.07,18093.32,17507.72,18046.97
2021-10-21,18025.45,18381.99,17919.95,18276.49
2021-10-22,18266.03,18371.34,17866.53,17971.84
2021-10-25,18036.78,18054.26,17870.35,17887.84
2021-10-26,17963.69,18185.63,17888.68,18110.62
2021-10-27,18223.88,18244.1,17981.89,18002.11
2021-10-28,17961.28,18049.99,17857.68,17946.4
2021-10-29,18024.49,18079.57,17965.45,18020.53
2021-11-01,18028,18100.98,17878.81,17951.79
2021-11-02,17932.12,18124.13,17897.07,18089.08
2021-11-03,18078.81,18335.65,17958.1,18214.94
2021-11-04,18176.86,18360.48,17819.53,18003.15
2021-11-05,18024.78,18330.59,17862.37,18168.18
2021-11-08,18190.7,18559.9,18189.67,18558.86
2021-11-09,18555.69,18636.25,18269.12,18349.68
2021-11-10,18387.11,18800.28,18166.77,18579.95
2021-11-11,18485.44,18712.65,18374.03,18601.24
2021-11-12,18636.22,18887.35,18593.81,18844.94
2021-11-15,18899.56,18975.13,18659.21,18734.78
2021-11-16,18753.98,18813.4,18654.48,18713.91
2021-11-17,18694.72,18839.29,18582.19,18726.76
2021-11-18,18707.52,18830.95,18598.49,18721.92
2021-11-19,18752.99,18960.54,18711.8,18919.36
2021-11-22,18978.78,19044.32,18710.2,18775.74
2021-11-23,18793.9,18875.44,18389.23,18470.77
2021-11-24,18527.56,18652.62,18117.98,18243.03
2021-11-25,18254.01,18615.99,18133.55,18495.53
2021-11-26,18513.44,18952.21,18356.83,18795.6
2021-11-29,18729.13,18876.57,18436.08,18583.52
2021-11-30,18600.96,18762.65,18554.94,18716.63
2021-12-01,18730.48,18976.45,18656.89,18902.85
2021-12-02,18902.2,19182.59,18488.56,18768.95
2021-12-03,18753.97,18857.18,18551.75,18654.96
2021-12-06,18588.29,18973.55,18494.32,18879.58
2021-12-07,18916.53,18993.07,18655.11,18731.65
2021-12-08,18757.03,18765.83,18727.5,18736.31
2021-12-09,18807.8,19380.7,18740.43,19313.33
2021-12-10,19417.63,19418.69,19318.88,19319.95
2021-12-13,19341.74,19387.9,19226.47,19272.64
2021-12-14,19256.74,19267.56,18806.37,18817.19
2021-12-15,18804.73,18912.28,18693.2,18800.76
2021-12-16,18824.66,18928.27,18492.41,18596.03
2021-12-17,18580.97,18913.07,18542.73,18874.84
2021-12-20,18955.54,18987.06,18931.91,18963.43
2021-12-21,18938.55,18963.46,18821.03,18845.94
2021-12-22,18923.42,19134.03,18370.95,18581.56
2021-12-23,18521.01,18715.33,18371.69,18566.01
2021-12-24,18547.29,18581.08,18530.8,18564.59
2021-12-27,18567.85,18913.26,18385.84,18731.24
2021-12-28,18736.76,18844.46,18336.65,18444.36
2021-12-29,18475.71,18481.06,18386.12,18391.47
2021-12-30,18417.49,18489.24,18339.52,18411.27
2021-12-31,18382.09,18612.96,18277.9,18508.77
2022-01-03,18504.34,18554.4,18479.25,18529.3
2022-01-04,18498.61,18543.45,18450.96,18495.79
2022-01-05,18514.08,18721.96,18376.57,18584.46
2022-01-06,18628.52,18924.23,18513.15,18808.87
2022-01-07,18885.31,18906.45,18721.71,18742.86
2022-01-10,18677.02,18843.72,18632.92,18799.62
2022-01-11,18732.97,18742.6,18533.84,18543.47
2022-01-12,18473.29,18896.22,18277.41,18700.34
2022-01-13,18662.65,18815.3,18139.79,18292.43
2022-01-14,18308.56,18328.09,18281.47,18301
2022-01-17,18294.56,18439.75,17994.96,18140.15
2022-01-18,18171.58,18429.59,17654.54,17912.55
2022-01-19,17898.62,17929.16,17788.15,17818.7
2022-01-20,17743.08,18407.14,16968.51,17632.57
2022-01-21,17563.58,18506,17285.18,18227.6
2022-01-24,18301.33,18594.52,18262.72,18555.92
2022-01-25,18668.46,18763.08,18120.42,18215.03
2022-01-26,18259.42,18395.03,17727.51,17863.13
2022-01-27,17904.92,18358.48,17784.29,18237.85
2022-01-28,18375.02,18719.87,17710.93,18055.78
2022-01-31,18130.45,18401.54,18021.73,18292.82
2022-02-01,18351.66,18479.13,17835.88,17963.35
2022-02-02,17945.04,18624.11,17717.5,18396.57
2022-02-03,18427.46,18732.57,18411.42,18716.53
2022-02-04,18767.4,18862.48,18496.13,18591.21
2022-02-07,18484.69,19240.18,18419.05,19174.54
2022-02-08,19279.66,19296.28,19075.87,19092.5
2022-02-09,19007.1,19288.47,18686.84,18968.21
2022-02-10,19086.67,19500.01,18912.37,19325.71
2022-02-11,19380.69,20192.68,19001.88,19813.88
2022-02-14,19882.18,20169.94,19871.42,20159.18
2022-02-15,20169.23,20620.36,19943.12,20394.25
2022-02-16,20310.37,20972.96,19927,20589.58
2022-02-17,20749.07,21036.62,20501.62,20789.17
2022-02-18,20594.31,22201.7,19965.2,21572.59
2022-02-21,21712.01,22235.28,21256.11,21779.38
2022-02-22,21711.75,22006.78,21583.73,21878.75
2022-02-23,21828.33,22644.59,21504.91,22321.16
2022-02-24,22353.43,23057.22,22183.16,22886.95
2022-02-25,23075.9,23567.85,21763.84,22255.79
2022-02-28,21996.11,22841.62,21796.78,22642.28
2022-03-01,22513.41,23151.19,22402.27,23040.05
2022-03-02,22995.05,23326.59,22531.21,22862.75
2022-03-03,22810.17,23250.83,22601.39,23042.05
2022-03-04,23176.26,23683.25,22849.39,23356.38
2022-03-07,23296.01,23974.74,23015.98,23694.71
2022-03-08,23711.56,24112.41,23547.98,23948.83
2022-03-09,24030.09,24390.56,23356.76,23717.22
2022-03-10,23649.1,24218.73,23450.53,24020.16
2022-03-11,23947.96,23970.23,23910.64,23932.9
2022-03-14,24109.17,25096.02,23996.93,24983.78
2022-03-15,25148.46,27607.76,23852.31,26311.61
2022-03-16,26220.79,29840.02,24866.77,28486
2022-03-17,28393.43,28618.09,28258.41,28483.06
2022-03-18,28419.59,28460.28,28057.78,28098.47
2022-03-21,28478.54,29489.05,27965.38,28975.89
2022-03-22,28959.18,29692.88,28762.31,29496.01
2022-03-23,29535.71,29588.36,29016.93,29069.57
2022-03-24,29178.27,29368.85,28891.54,29082.12
2022-03-25,28940.78,29507.63,28755.02,29321.86
2022-03-28,29291.56,31497.26,28644.84,30850.54
2022-03-29,31164.33,31279.37,30916.07,31031.11
2022-03-30,30882.66,31589.29,30065.02,30771.65
2022-03-31,30847.28,30932.42,30798.65,30883.78
2022-04-01,31063.32,31388.22,30385.4,30710.3
2022-04-04,30555.69,30905.24,30361.56,30711.11
2022-04-05,30779.03,31022.84,30725.02,30968.82
2022-04-06,31061.69,31524.68,30859.77,31322.77
2022-04-07,31423.53,31906.49,31382.2,31865.16
2022-04-08,31741.4,31940.08,31570.99,31769.67
2022-04-11,31752.49,32272.74,31533.38,32053.63
2022-04-12,32014.31,32350.36,31835.7,32171.74
2022-04-13,32126.56,32885.95,31922.98,32682.37
2022-04-14,32765.67,32781.57,32427.77,32443.67
2022-04-15,32414.39,32948.19,32274.9,32808.7
2022-04-18,32986,33143.52,32283.92,32441.45
2022-04-19,32390.65,32825.69,32096.75,32531.79
2022-04-20,32575.48,32609.19,32172.94,32206.65
2022-04-21,32172.49,32518.12,31895.35,32240.98
2022-04-22,32196.53,32215.73,31353.53,31372.73
2022-04-25,31330.74,31925.38,30993.23,31587.87
2022-04-26,31553.15,32576.29,31308.08,32331.22
2022-04-27,32388.44,32405.75,31928.34,31945.66
2022-04-28,31906.33,31934.26,31101.99,31129.92
2022-04-29,31158.08,31353.35,30903.85,31099.12
2022-05-02,31182.37,31388.5,30910.86,31116.99
2022-05-03,31150.43,31226.16,31049.44,31125.17
2022-05-04,31072.24,31122.57,30956.93,31007.27
2022-05-05,31002.46,31531.56,31001.55,31530.66
2022-05-06,31493.27,31790.67,31276.72,31574.12
2022-05-09,31496.66,31940.19,31444.98,31888.52
2022-05-10,31929.85,32770.56,31773.55,32614.26
2022-05-11,32627.68,32742.23,31685.35,31799.9
2022-05-12,31757.85,32217.62,31612.36,32072.14
2022-05-13,32065.09,32916.4,31379.63,32230.95
2022-05-16,32245.83,32711.26,32020.92,32486.34
2022-05-17,32523.55,32919.26,32423.27,32818.98
2022-05-18,32854.25,34169.18,32791.39,34106.31
2022-05-19,34191.91,34296.8,34152.76,34257.65
2022-05-20,34175.9,34842.64,34113.19,34779.94
2022-05-23,34812.38,35107.64,34130.73,34425.99
2022-05-24,34364.61,34579.67,34332.98,34548.05
2022-05-25,34548.94,34669.81,34441.65,34562.52
2022-05-26,34724.42,35644.96,34455.42,35375.97
2022-05-27,35442.35,35766.19,35308.11,35631.96
2022-05-30,35698.19,35871.15,35224.37,35397.34
2022-05-31,35491.22,35877.46,34777.77,35164
2022-06-01,35362.47,35557.23,35313.15,35507.9
2022-06-02,35387.13,35677.41,35227.34,35517.62
2022-06-03,35647.18,35730.04,34005.44,34088.3
2022-06-06,33928.14,34338.04,32812.23,33222.13
2022-06-07,33210.21,33293.56,31850.57,31933.92
2022-06-08,31696.55,32904.56,31293.85,32501.86
2022-06-09,32385.55,32798.18,31486.79,31899.42
2022-06-10,31839.87,32168.71,31073.71,31402.55
2022-06-13,31353.54,31458.98,31156.6,31262.04
2022-06-14,31148.3,31427.63,30531.1,30810.43
2022-06-15,30804.33,32060.56,30455.3,31711.52
2022-06-16,31325.02,33183.38,29822.83,31681.2
2022-06-17,31819.16,31865,31783.98,31829.81
2022-06-20,32337.09,32452.41,30850.08,30965.4
2022-06-21,30691.81,31694.59,30190.94,31193.72
2022-06-22,31076.15,31102.1,30076.29,30102.24
2022-06-23,30291.6,30338.14,28930.75,28977.3
2022-06-24,28791.88,29183.55,27019.71,27411.38
2022-06-27,27450.69,28990.85,27081.81,28621.97
2022-06-28,28763.8,30169.06,28122,29527.27
2022-06-29,29755.89,31444.09,28616.02,30304.22
2022-06-30,30387.53,31835.07,29970.05,31417.59
2022-07-01,31238.01,32653.45,31023.69,32439.14
2022-07-04,32466.53,33516.82,32442.09,33492.38
2022-07-05,33486.97,33516.02,33457.5,33486.55
2022-07-06,33353.36,33772.56,33304.33,33723.54
2022-07-07,33696.63,34153.48,32754.96,33211.81
2022-07-08,33337.63,34061.26,31433.12,32156.76
2022-07-11,32210.44,32520.28,31627.58,31937.42
2022-07-12,31905.69,32386.84,31339.04,31820.19
2022-07-13,31898,31994,30897.96,30993.96
2022-07-14,31060.79,31613.73,30768.46,31321.4
2022-07-15,31483.84,32165.07,31185.07,31866.3
2022-07-18,31825.01,31904.92,31278.7,31358.6
2022-07-19,31236.67,32183.14,30738.17,31684.63
2022-07-20,31665.94,32647.23,31476.86,32458.15
2022-07-21,32429.79,32935.4,32367.98,32873.6
2022-07-22,32729.62,33328.93,32691.32,33290.63
2022-07-25,33188.28,33733.31,33119.14,33664.18
2022-07-26,33654.32,34228.3,33600.63,34174.61
2022-07-27,34247.35,34424.01,33958.07,34134.73
2022-07-28,34060.52,34820.78,33874.93,34635.2
2022-07-29,34727.88,34764.94,34139.53,34176.59
2022-08-01,34045.09,34484.02,33866.5,34305.43
2022-08-02,34253.75,34417.17,33618.26,33781.68
2022-08-03,33708.28,33837.66,33362.11,33491.49
2022-08-04,33509.15,33815.05,32972.24,33278.13
2022-08-05,33219.21,33530.19,32935.24,33246.22
2022-08-08,33222.38,33349.97,32787.53,32915.11
2022-08-09,33065.57,33482.97,32683.45,33100.85
2022-08-10,33050.09,33683.73,32776.25,33409.89
2022-08-11,33515.62,33754.88,33406.22,33645.49
2022-08-12,33583.23,33924.05,33226.2,33567.01
2022-08-15,33731.73,34146.33,33614.87,34029.48
2022-08-16,34067.51,34505.24,33849.96,34287.69
2022-08-17,34342.63,34541.55,34168.38,34367.3
2022-08-18,34419.2,34484.14,34279.99,34344.93
2022-08-19,34359.97,34760.99,34019.17,34420.19
2022-08-22,34493.83,34952.05,34089.78,34548
2022-08-23,34510.95,34669.83,34299.18,34458.07
2022-08-24,34550.51,34772.31,33540.76,33762.55
2022-08-25,33763.38,34498.38,33311.55,34046.55
2022-08-26,34131.17,34264,34116.76,34249.59
2022-08-29,34139.68,34387.52,34108.54,34356.37
2022-08-30,34302.71,34658.67,34127.08,34483.03
2022-08-31,34458.13,34710.07,33738.77,33990.71
2022-09-01,34014.16,34943.3,33615.65,34544.79
2022-09-02,34571.33,35589.65,34320.67,35338.99
2022-09-05,35225.38,35943.01,35045.28,35762.91
2022-09-06,35738.56,36951.89,35110.97,36324.3
2022-09-07,36289.04,36327.76,35890.01,35928.72
2022-09-08,36055.13,36099.46,35592.04,35636.37
2022-09-09,35507.61,36018.96,35110.8,35622.15
2022-09-12,35621.41,36090.73,35528.27,35997.59
2022-09-13,36048.53,36590.93,34649.68,35192.08
2022-09-14,35246.25,35542.75,35089.82,35386.32
2022-09-15,35393.87,35734.45,35156.01,35496.58
2022-09-16,35552.75,35907.54,34936.2,35290.99
2022-09-19,35377.99,35532.65,34330.79,34485.44
2022-09-20,34570.95,34801.44,34225.64,34456.13
2022-09-21,34538.04,34740,33993.49,34195.45
2022-09-22,34332.71,34503.41,33644.43,33815.13
2022-09-23,33739.02,34185.11,33494.71,33940.8
2022-09-26,33946.63,34408.02,33624.25,34085.64
2022-09-27,33983.34,34603.38,32999.97,33620.01
2022-09-28,33520.75,34048.69,32801.4,33329.34
2022-09-29,33214.94,33735.5,32731.97,33252.53
2022-09-30,33265.27,33452.53,33188.8,33376.06
2022-10-03,33377.61,33441.99,33225.72,33290.11
2022-10-04,33115.78,33377.78,32929.02,33191.03
2022-10-05,33229.71,33665.18,33227.45,33662.92
2022-10-06,33653.53,34369.03,33337.88,34053.38
2022-10-07,33942.04,34497.45,33804.71,34360.11
2022-10-10,34267.98,34521.71,33978.06,34231.79
2022-10-11,34288.99,34835.21,34141.77,34687.99
2022-10-12,34760.19,34856.4,34482.47,34578.68
2022-10-13,34566.39,34836.25,34504.46,34774.31
2022-10-14,34685.06,35003.64,34669.43,34988.01
2022-10-17,35112.55,35273.03,34916.61,35077.08
2022-10-18,35050.04,35166.64,34727.38,34843.98
2022-10-19,34904.22,35515.43,34520.65,35131.86
2022-10-20,34986.8,35053.77,34750.53,34817.5
2022-10-21,34795.56,35106.44,34792.37,35103.25
2022-10-24,35153.68,35412.95,35017.38,35276.65
2022-10-25,35262.52,36132.48,34868.27,35738.23
2022-10-26,35773.35,35925.98,35672.8,35825.43
2022-10-27,35889.31,36701.02,35778.46,36590.18
2022-10-28,36473.07,36969.78,36280.06,36776.77
2022-10-31,36816.26,36904.55,36542.52,36630.81
2022-11-01,36690.39,36927.05,35598.16,35834.82
2022-11-02,35809.74,36328.53,35459.97,35978.76
2022-11-03,36041.64,36308.06,35314.47,35580.89
2022-11-04,35765.2,35878.7,35740.62,35854.12
2022-11-07,35997.13,36333.3,35814.78,36150.95
2022-11-08,36107.32,36329.45,35981.12,36203.26
2022-11-09,36182.29,36873.69,35753.51,36444.91
2022-11-10,36319.57,36737.77,35987.82,36406.02
2022-11-11,36308.99,36389.82,36258.44,36339.27
2022-11-14,36289.12,37017.55,36000.49,36728.91
2022-11-15,36775.48,37069.62,36239.21,36533.34
2022-11-16,36456.38,36656.94,36017.54,36218.1
2022-11-17,36252.78,36445.99,35781.45,35974.67
2022-11-18,35950.54,36118.11,35713.79,35881.35
2022-11-21,35738.08,35882.82,35144.63,35289.36
2022-11-22,35304.43,36138.16,35108.88,35942.61
2022-11-23,36006,36077,35596.61,35667.61
2022-11-24,35705.5,36152.77,35394.74,35842.01
2022-11-25,35715.55,36031.52,35642.3,35958.27
2022-11-28,36071.08,36168.3,35354.3,35451.52
2022-11-29,35415.3,36364.64,35318.91,36268.25
2022-11-30,36245.86,36319.98,35490.73,35564.85
2022-12-01,35619.47,35757.46,35223.09,35361.08
2022-12-02,35298.11,35449.45,35228.2,35379.54
2022-12-05,35368.52,36111.61,34909.46,35652.55
2022-12-06,35690.52,36116.84,35409.43,35835.75
2022-12-07,35994.48,36786.42,35923.47,36715.42
2022-12-08,36669.95,36868.48,36611.75,36810.28
2022-12-09,36920.57,37299.08,36682.02,37060.53
2022-12-12,37049.68,37081.56,36591.1,36622.99
2022-12-13,36538.04,37256.29,36207.4,36925.65
2022-12-14,36802.2,37219.25,36587.89,37004.93
2022-12-15,36980.29,37272.92,36590.3,36882.93
2022-12-16,36901.28,37542.02,36612.08,37252.83
2022-12-19,37267.61,37804.75,37114.11,37651.25
2022-12-20,37637.37,37674.92,37090.88,37128.43
2022-12-21,37041.36,37139.61,36726.56,36824.81
2022-12-22,36797.1,37307.82,36305.51,36816.23
2022-12-23,36742.6,37395.98,36458.58,37111.96
2022-12-26,37054.9,37079.91,36578.35,36603.36
2022-12-27,36590.97,36934.52,35831.61,36175.16
2022-12-28,36188.3,36287.19,35873.23,35972.12
